CRN,COURSE,COLL,CRED,DELIVERY,TITLE,PROFS,TERM,TIMEBLOCK,ROOM
55243,FREN 212L:24,AR,0,,FREN 212 Lab,"Maillet, David",2ND,TBA,IM210
55532,FREN 225:20,AR,3,,Business French I,"Crohas, Julie",2ND,U4/U5,IM201
55533,FREN 253:10,AR,3,In-Person,Langue et Culture en Europe,"Langille, Edward",1ST,O1/O2,SCHW289
55737,FREN 254:20,AR,3,,Langue et Culture: Le Monde,"Atakora, Anas",2ND,W7/W8,IM201
51880,FREN 311:10,AR,3,In-Person,Advanced French I,"Langille, Edward",1ST,Z1/Z2,MULH3030
51882,FREN 312:20,AR,3,,Advanced French II,"Langille, Edward",2ND,Z1/Z2,IM202
55534,FREN 319:20,AR,3,,Lit Works of the grand siècle,"Langille, Edward",2ND,Z4/Z5,IM202
55535,FREN 321:20,AR,3,,French Cinema,"Atakora, Anas",2ND,Z7/Z8,IM201
55536,FREN 331:10,AR,3,In-Person,19th Century France,"Kocay, Victor",1ST,O4/O5,SCHW289
55537,FREN 341:10,AR,3,In-Person,Linguistics I: Phonetics,"Kocay, Victor",1ST,O1/O2,MULH3026
50610,GERM 101:10,AR,3,In-Person,German for Beginners I,"Lade, Marlis",1ST,X1/X2,MULH2030
50611,GERM 102:20,AR,3,,German for Beginners II,"Lade, Marlis",2ND,X1/X2,SCHW289
51914,GERM 102L:21,AR,0,,GERM 102 Lab,"Maillet, David",2ND,TBA,IM210
52667,GERM 102L:22,AR,0,,GERM 102 Lab,"Maillet, David",2ND,TBA,IM210
51864,GERM 201:10,AR,3,In-Person,Language & Culture I,"Lade, Marlis",1ST,X4/X5,MULH4022
51916,GERM 201L:10,AR,0,In-Person,GERM 201 lab,"Lade, Marlis",1ST,TBA,
51865,GERM 202:20,AR,3,,Language & Culture II,"Lade, Marlis",2ND,X4/X5,MULH4022
51917,GERM 202L:20,AR,0,,GERM 202 lab,"Maillet, David",2ND,TBA,IM210
51196,HIST 101:11,AR,3,Online-No Scheduled Delivery,Western Civ Prehistory to 1648,"Kalman, Samuel",1ST,TBA,
51935,HIST 101:12H,AR,3,In-Person,Western Civ Prehistory to 1648,"Lalande, Guy",1ST,B7/B8/B9,MULH4034
51197,HIST 102:21,AR,3,,Western Civ. 1648-1968,"Kalman, Samuel",2ND,Z7/Z8,CO110
52266,HIST 102:22H,AR,3,,Western Civ. 1648-1968,"Lalande, Guy",2ND,B7/B8/B9,AX124
55488,HIST 103:10,AR,3,In-Person,World History to 220 CE,"Trembinski, Donna",1ST,Z4/Z5,MULH2034
55489,HIST 104:20,AR,3,,World History 220 - 1300 CE,"Trembinski, Donna",2ND,Z4/Z5,IM114
54577,HIST 121:10,AR,3,Online-No Scheduled Delivery,Global Race & Ethnicity I,"Zecker, Robert",1ST,TBA,
54578,HIST 122:20,AR,3,,Global Race & Ethnicity II,"Zecker, Robert",2ND,B1/B2/B3,MULH3034
55718,HIST 132:10,AR,3,Online-Scheduled Delivery,Illicit Cargos (1789-Present),"Semple, Rhonda",1ST,W7/W8,
54576,HIST 141:10J,AR,3,In-Person,"Empire & Plague, 1300-1800","Frazer, Christopher",1ST,X1/X2,MULH3030
54579,HIST 142:20J,AR,3,,Revolution: Global from 1750,"Frazer, Christopher",2ND,C1/C2/C3,MULH3030
55490,HIST 203:20,AR,3,,"Modern Germany, 1860-Present","Kalman, Samuel",2ND,E6,MULH4022
54585,HIST 213:10,AR,3,In-Person,Canada: Pre-Confederation,"MacKenzie, Barry",1ST,A4/A5/A6,PS1072
54586,HIST 215:20,AR,3,,Canada: Post-Confederation,"MacKenzie, Barry",2ND,A4/A5/A6,SCHW190
55491,HIST 228:10,AR,3,In-Person,Maritimes: Pre-Confederation,"MacKenzie, Barry",1ST,K4/K5/K6,BB237
55487,HIST 229:20,AR,3,,Maritimes: Post-Confederation,"MacKenzie, Barry",2ND,K4/K5/K6,MULH4030
55492,HIST 232:20,AR,3,,Europe's High & Middle Ages,"Trembinski, Donna",2ND,W1/W2,MULH3026
55493,HIST 235:20,AR,3,,Intro to South Asian History,"Semple, Rhonda",2ND,W4/W5,SCHW190
55494,HIST 236:10,AR,3,In-Person,Vikings! The Course,"Trembinski, Donna",1ST,W1/W2,MULH2030
53774,HIST 242:10,AR,3,Online-No Scheduled Delivery,United States to 1865,"Zecker, Robert",1ST,TBA,
53775,HIST 244:20,AR,3,,The United States after 1865,"Zecker, Robert",2ND,U4/U5,CO242
55495,HIST 256:10,AR,3,In-Person,Modern Latin America,"Frazer, Christopher",1ST,C4/C5/C6,KC2020-21
55496,HIST 257:20,AR,3,,Canada & Global South,"Forestell, Nancy",2ND,Z7/Z8,AX124
55498,HIST 262:10,AR,3,Online-No Scheduled Delivery,Europe: 20th Century,"Kalman, Samuel",1ST,TBA,
55499,HIST 283:10,AR,3,Online-Scheduled Delivery,Making Britain Great,"Semple, Rhonda",1ST,Z4/Z5,
55641,HIST 297:20,AR,3,,ST: World War II,"Lalande, Guy",2ND,A1/A2/A3,AX124
55111,HIST 298:20,AR,3,,ST: Intro to Oral History,"IST - TBA, H",2ND,U7/U8,CO265
55711,HIST 299:20,AR,3,,ST: British Empire Decolonize,"Semple, Rhonda",2ND,Z4/Z5,CO333
54594,HIST 318:10,AR,3,In-Person,Cdn Women's: Modernity,"Forestell, Nancy",1ST,Z7/Z8,MULH3034
54592,HIST 324:20,AR,3,,Plagues and Peoples,"Trembinski, Donna",2ND,U7/U8,SCHW290
55500,HIST 326:10,AR,3,In-Person,History of Cuba,"Frazer, Christopher",1ST,C1/C2/C3,MULH3030
54792,HIST 327:20,AR,3,,Pirates of the Caribbean,"Frazer, Christopher",2ND,C4/C5/C6,MULH4030
55501,HIST 333:10,AR,3,Online-Scheduled Delivery,Inquisitions and Heresy,"Trembinski, Donna",1ST,U7/U8,
55502,HIST 343:20,AR,3,,Place of Race in United States,"Zecker, Robert",2ND,U7/U8,CO242
55503,HIST 355:20,AR,3,,The Sixties: A Social History,"McInnis, Peter",2ND,W7/W8,CO333
55504,HIST 360:20,AR,3,,Gender Sexuality Empires,"Semple, Rhonda",2ND,E5,MULH3024
55506,HIST 362:10,AR,3,Online-No Scheduled Delivery,European Fascism,"Kalman, Samuel",1ST,TBA,
55507,HIST 383:10,AR,3,Online-Scheduled Delivery,Victorian Britain,"Semple, Rhonda",1ST,T2,
55510,HIST 390:00,AR,6,In-Person,World War I,"Lalande, Guy",FULL,K1/K2/K3,BB237
55508,HIST 401:20,AR,3,,Topics in Canadian History,"Forestell, Nancy",2ND,E4,MULH3026
55509,HIST 445:10,AR,3,In-Person,Historiography,"McInnis, Peter",1ST,W7/W8,SCHW289
54158,HIST 490:00,AR,6,In-Person,Thesis,"McInnis, Peter",FULL,T1,MULH3030
46722,HKIN 115:11,SC,3,In-Person,Intro to Human Kinetics,"Rasmussen, Roy",1ST,L1/L2/L3,KC2020-21
55454,HKIN 115:12,SC,3,In-Person,Intro to Human Kinetics,"Rasmussen, Roy",1ST,B4/B5/B6,KC2020-21
54638,HKIN 115:20,SC,3,,Intro to Human Kinetics,"Rasmussen, Roy",2ND,L1/L2/L3,MULH2030
40495,HKIN 115L:11,SC,0,In-Person,HKIN 115 Lab,"MacNeil, Aldona",1ST,A7,ASCHL209A
40496,HKIN 115L:12,SC,0,In-Person,HKIN 115 Lab,"MacNeil, Aldona",1ST,B7,ASCHL209A
40497,HKIN 115L:13,SC,0,In-Person,HKIN 115 Lab,"MacNeil, Aldona",1ST,C7,ASCHL209A
55455,HKIN 115L:14,SC,0,In-Person,HKIN 115 Lab,"MacNeil, Aldona",1ST,L8,ASCHL209A
55456,HKIN 115L:15,SC,0,In-Person,HKIN 115 Lab,"MacNeil, Aldona",1ST,A9,ASCHL209A
55457,HKIN 115L:16,SC,0,In-Person,HKIN 115 Lab,"MacNeil, Aldona",1ST,B9,ASCHL209A
54639,HKIN 115L:21,SC,0,,HKIN 115 Lab,"MacNeil, Aldona",2ND,B8,ASCHL205A
54640,HKIN 115L:22,SC,0,,HKIN 115 Lab,"MacNeil, Aldona",2ND,C8,ASCHL205A
54641,HKIN 115L:23,SC,0,,HKIN 115 Lab,"MacNeil, Aldona",2ND,K8,ASCHL205A
53832,HKIN 119:20,SC,1.5,,Aquatic Activities,"MacNeil, Aldona",2ND,U7/W7,POOL
53833,HKIN 121:20,SC,1.5,,Badminton,"Waterman, Gary",2ND,K1/K2/K3,MAIN-GYM
53835,HKIN 122:21,SC,1.5,,Ball & Wall,"Cavanagh, Mike",2ND,L1/L2/L3,ASCHL203
54657,HKIN 122:22,SC,1.5,,Ball & Wall,"Cavanagh, Mike",2ND,L4/L5/L6,ASCHL203
53836,HKIN 123:10,SC,1.5,In-Person,Basketball,"Osei, Lee",1ST,A1/A2/A3,MAIN-GYM
55430,HKIN 126:10,SC,1.5,In-Person,Fitness,"Thompson, Kelly",1ST,A4/A5/A6,MAIN-GYM
55466,HKIN 126:20,SC,1.5,,Fitness,"Thompson, Kelly",2ND,A1/A2/A3,MAIN-GYM
53840,HKIN 127:11,SC,1.5,In-Person,Gymnastics,"Thompson, Kelly",1ST,B1/B2/B3,AUX-GYM
55465,HKIN 127:12,SC,1.5,In-Person,Gymnastics,"Thompson, Kelly",1ST,C4/C5/C6,AUX-GYM
53841,HKIN 127:20,SC,1.5,,Gymnastics,"Thompson, Kelly",2ND,B1/B2/B3,AUX-GYM
53842,HKIN 128:10,SC,1.5,In-Person,Football,"Svec, Jonathon",1ST,B1/B2/B3,STADIUM
55431,HKIN 129:20,SC,1.5,,Hockey,"MacQueen, Zackary (Zack)",2ND,B1/B2/B3,KC-AUXRINK
55432,HKIN 131:20,SC,1.5,,Rugby,"Cavanagh, Mike",2ND,C4/C5/C6,"AUX-GYM , MAIN-GYM"
53845,HKIN 132:10,SC,1.5,In-Person,Soccer,"Spencer, Geoffrey (Geoff)",1ST,C1/C2/C3,STADIUM
53846,HKIN 132:20,SC,1.5,,Soccer,"Spencer, Geoffrey (Geoff)",2ND,L1/L2/L3,MAIN-GYM
53847,HKIN 133:10,SC,1.5,In-Person,Volleyball,"Artibello, Tara",1ST,C1/C2/C3,MAIN-GYM
53848,HKIN 133:20,SC,1.5,,Volleyball,"Artibello, Tara",2ND,C1/C2/C3,MAIN-GYM
55811,HKIN 134:10,SC,1.5,In-Person,Golf,"Berthiaume, Benjamin (Ben)",1ST,U4/U5,KC-AUXRINK
53851,HKIN 136:10,SC,3,Online-Scheduled Delivery,Sport & Exercise Psychology,"Harenberg, Sebastian",1ST,W1/W2,
55433,HKIN 136:21,SC,3,,Sport & Exercise Psychology,"Harenberg, Sebastian",2ND,U1/U2,MULH4030
54783,HKIN 136:22,SC,3,,Sport & Exercise Psychology,"Harenberg, Sebastian",2ND,Z1/Z2,ASCHL207
53856,HKIN 136L:11,SC,0,In-Person,HKIN 136 Lab,"Spencer, Geoffrey (Geoff)",1ST,B8,ASCHL209A
53857,HKIN 136L:12,SC,0,In-Person,HKIN 136 Lab,"Spencer, Geoffrey (Geoff)",1ST,C8,ASCHL209A
53858,HKIN 136L:13,SC,0,In-Person,HKIN 136 Lab,"Spencer, Geoffrey (Geoff)",1ST,K8,ASCHL209A
54784,HKIN 136L:21,SC,0,,HKIN 136 Lab,"Spencer, Geoffrey (Geoff)",2ND,A7,ASCHL104
55434,HKIN 136L:22,SC,0,,HKIN 136 Lab,"Spencer, Geoffrey (Geoff)",2ND,B7,ASCHL104
55435,HKIN 136L:23,SC,0,,HKIN 136 Lab,"Spencer, Geoffrey (Geoff)",2ND,B8,ASCHL104
55436,HKIN 136L:24,SC,0,,HKIN 136 Lab,"Spencer, Geoffrey (Geoff)",2ND,C8,ASCHL104
55458,HKIN 136L:25,SC,0,,HKIN 136 Lab,"Spencer, Geoffrey (Geoff)",2ND,K8,ASCHL104
55459,HKIN 136L:26,SC,0,,HKIN 136 Lab,"Spencer, Geoffrey (Geoff)",2ND,L8,ASCHL104
55460,HKIN 136L:27,SC,0,,HKIN 136 Lab,"Spencer, Geoffrey (Geoff)",2ND,A9,ASCHL104
55461,HKIN 136L:28,SC,0,,HKIN 136 Lab,"Spencer, Geoffrey (Geoff)",2ND,B9,ASCHL104
53875,HKIN 137:20,SC,1.5,,Low Organized Games,"Thompson, Kelly",2ND,B4/B5/B6,AUX-GYM
55437,HKIN 139:20,SC,1.5,,Movement Education,"Clark, Sally",2ND,A1/A2/A3,AUX-GYM
55438,HKIN 140:20,SC,1.5,,Net Games,"MacNeil, Aldona",2ND,B1/B2/B3,MAIN-GYM
53882,HKIN 142:20,SC,1.5,,ParaSport,"Spencer, Geoffrey (Geoff)",2ND,B4/B5/B6,MAIN-GYM
55439,HKIN 144:20,SC,1.5,,Target Games,"Artibello, Tara",2ND,U8/Z8,AUX-GYM
53885,HKIN 145:10,SC,1.5,In-Person,Track & Field,"Artibello, Tara",1ST,C4/C5/C6,STADIUM
53886,HKIN 146:10,SC,1.5,Online-Scheduled Delivery,Weight Training,"Crouse, Josh",1ST,T1,
53887,HKIN 146:20,SC,1.5,,Weight Training,"Crouse, Josh",2ND,E4,ESC110
55440,HKIN 147:10,SC,1.5,Online-Scheduled Delivery,World Dance,"MacGillivray, Sabra",1ST,X1/X2,
53889,HKIN 148:10,SC,1.5,In-Person,Yoga,"Beaton, Allana",1ST,T2,GM001
53890,HKIN 148:21,SC,1.5,,Yoga,"Beaton, Allana",2ND,E5,GM001
54848,HKIN 148:22,SC,1.5,,Yoga,"Beaton, Allana",2ND,E7,GM001
53892,HKIN 150:10,SC,3,Online-Scheduled Delivery,Sport in the Humanities,"Vossen, Deborah",1ST,B4/B5/B6,
53893,HKIN 150:20,SC,3,,Sport in the Humanities,"Vossen, Deborah",2ND,B4/B5/B6,ASCHL209A
53894,HKIN 151:10,SC,3,Online-Scheduled Delivery,Applied Anatomy/Physiology I,"Reid, Ryan",1ST,L4/L5/L6,
53895,HKIN 151L:11,SC,0,In-Person,HKIN 151 Lab,"Reid, Ryan",1ST,U7/W7,BB227
53896,HKIN 151L:12,SC,0,In-Person,HKIN 151 Lab,"Reid, Ryan",1ST,E1/F1/R1,BB227
53897,HKIN 151L:13,SC,0,In-Person,HKIN 151 Lab,"Reid, Ryan",1ST,X7/Z7,BB227
53898,HKIN 151L:14,SC,0,In-Person,HKIN 151 Lab,"Reid, Ryan",1ST,O7/W8,BB227
53899,HKIN 151L:15,SC,0,In-Person,HKIN 151 Lab,"Reid, Ryan",1ST,U8/Z8,BB227
54928,HKIN 151L:16,SC,0,In-Person,HKIN 151 Lab,"Reid, Ryan",1ST,T2,BB227
53900,HKIN 152:20,SC,3,,Applied Anatomy/Physiology II,"Reid, Ryan",2ND,L4/L5/L6,SCHW110
53901,HKIN 152L:21,SC,0,,HKIN 152 Lab,"Reid, Ryan",2ND,U7/W7,BB227
53902,HKIN 152L:22,SC,0,,HKIN 152 Lab,"Reid, Ryan",2ND,E4,BB227
53903,HKIN 152L:23,SC,0,,HKIN 152 Lab,"Reid, Ryan",2ND,X7/Z7,BB227
53904,HKIN 152L:24,SC,0,,HKIN 152 Lab,"Reid, Ryan",2ND,O7/W8,BB227
53905,HKIN 152L:25,SC,0,,HKIN 152 Lab,"Reid, Ryan",2ND,U8/Z8,BB227
54929,HKIN 152L:26,SC,0,,HKIN 152 Lab,"Reid, Ryan",2ND,E5,BB227
53906,HKIN 154:10,SC,3,In-Person,Intro to Ethics & Sport,"Weaving, Charlene",1ST,O7/W8,KC2020-21
54645,HKIN 202:10,SC,1.5,In-Person,Instruction Group Fitness,"MacNeil, Aldona",1ST,W4/W5,MAIN-GYM
55441,HKIN 203:10,SC,1.5,In-Person,Judging & Officiating,"Spencer, Geoffrey (Geoff)",1ST,L1/L2/L3,ASCHL209A
41806,HKIN 215:10,SC,3,Online-Scheduled Delivery,Intro Motor Learning/Control,"Lam, Melanie",1ST,W1/W2,
45734,HKIN 215:20,SC,3,,Intro Motor Learning/Control,"Lam, Melanie",2ND,W1/W2,MULH2030
42015,HKIN 215L:11,SC,0,Online-Scheduled Delivery,HKIN 215 Lab,"Artibello, Tara",1ST,K4,
42016,HKIN 215L:12,SC,0,Online-Scheduled Delivery,HKIN 215 Lab,"Artibello, Tara",1ST,L4,
42017,HKIN 215L:13,SC,0,Online-Scheduled Delivery,HKIN 215 Lab,"Artibello, Tara",1ST,A5,
54665,HKIN 215L:14,SC,0,Online-Scheduled Delivery,HKIN 215 Lab,"Artibello, Tara",1ST,K5,
54785,HKIN 215L:15,SC,0,Online-Scheduled Delivery,HKIN 215 Lab,"Artibello, Tara",1ST,B5,
45735,HKIN 215L:21,SC,0,,HKIN 215 Lab,"Artibello, Tara",2ND,K4,PS3035
45736,HKIN 215L:22,SC,0,,HKIN 215 Lab,"Artibello, Tara",2ND,L4,PS3035
45737,HKIN 215L:23,SC,0,,HKIN 215 Lab,"Artibello, Tara",2ND,A5,PS3035
45738,HKIN 215L:24,SC,0,,HKIN 215 Lab,"Artibello, Tara",2ND,B5,PS3035
54666,HKIN 215L:25,SC,0,,HKIN 215 Lab,"Artibello, Tara",2ND,K5,PS3035
41808,HKIN 222:20,SC,3,,Care/Prevent Athletic Injuries,"Sutherland, Tara",2ND,B1/B2/B3,SCHW110
43085,HKIN 222L:21,SC,0,,HKIN 222 Lab,"MacNeil, Aldona",2ND,A4,ASCHL184
43086,HKIN 222L:22,SC,0,,HKIN 222 Lab,"MacNeil, Aldona",2ND,K4,ASCHL184
43087,HKIN 222L:23,SC,0,,HKIN 222 Lab,"MacNeil, Aldona",2ND,B5,ASCHL184
44699,HKIN 222L:24,SC,0,,HKIN 222 Lab,"MacNeil, Aldona",2ND,L5,ASCHL184
53909,HKIN 222L:25,SC,0,,HKIN 222 Lab,"MacNeil, Aldona",2ND,L4,ASCHL184
53910,HKIN 222L:26,SC,0,,HKIN 222 Lab,"MacNeil, Aldona",2ND,C5,ASCHL184
54668,HKIN 222L:27,SC,0,,HKIN 222 Lab,"MacNeil, Aldona",2ND,A6,ASCHL184
54649,HKIN 226:11,SC,3,Online-Scheduled Delivery,Focus on Personal Health,"MacGillivray, Megan",1ST,X1/X2,
55442,HKIN 226:12,SC,3,Online-Scheduled Delivery,Focus on Personal Health,"MacGillivray, Megan",1ST,U1/U2,
55462,HKIN 226:13,SC,3,Online-Scheduled Delivery,Focus on Personal Health,"MacGillivray, Megan",1ST,C1/C2/C3,
53912,HKIN 227:20,SC,1.5,,Adv. Instruction: Gymnastics,"Thompson, Kelly",2ND,U7/W7,AUX-GYM
55443,HKIN 232:10,SC,1.5,In-Person,Adv. Instruction: Soccer,"Spencer, Geoffrey (Geoff)",1ST,B4/B5/B6,AUX-GYM
53919,HKIN 253:10,SC,3,Online-Scheduled Delivery,Sport Philosophy,"Vossen, Deborah",1ST,Z4/Z5,
54028,HKIN 264:10,SC,3,In-Person,The Sociology of Sport,"Nzindukiyimana, Ornella",1ST,U8/Z8,KC2020-21
54029,HKIN 264:20,SC,3,,The Sociology of Sport,"Nzindukiyimana, Ornella",2ND,U7/W7,ASCHL209A
54651,HKIN 265:10,SC,3,Online-Scheduled Delivery,Exercise Physiology,"Kane, Daniel",1ST,U1/U2,
54652,HKIN 265:20,SC,3,,Exercise Physiology,"Kane, Daniel",2ND,X1/X2,SCHW156
54653,HKIN 265L:11,SC,0,In-Person,HKIN 265 Lab,"Thompson, Kelly",1ST,X7,ESC120
54654,HKIN 265L:12,SC,0,In-Person,HKIN 265 Lab,"Thompson, Kelly",1ST,Z7,ESC120
54655,HKIN 265L:13,SC,0,In-Person,HKIN 265 Lab,"Thompson, Kelly",1ST,W8,ESC120
54656,HKIN 265L:14,SC,0,In-Person,HKIN 265 Lab,"Thompson, Kelly",1ST,O7,ESC120
55795,HKIN 265L:15,SC,0,In-Person,HKIN 265 Lab,"Thompson, Kelly",1ST,U7,ESC120
54658,HKIN 265L:21,SC,0,,HKIN 265 Lab,"Thompson, Kelly",2ND,X7,ESC120
54659,HKIN 265L:22,SC,0,,HKIN 265 Lab,"Thompson, Kelly",2ND,Z7,ESC120
54788,HKIN 265L:23,SC,0,,HKIN 265 Lab,"Thompson, Kelly",2ND,O4,ESC120
54660,HKIN 265L:24,SC,0,,HKIN 265 Lab,"Thompson, Kelly",2ND,W8,ESC120
55479,HKIN 271:10,SC,3,Online-Scheduled Delivery,ST: Group Dynamics,"Harenberg, Sebastian",1ST,Z1/Z2,
55445,HKIN 316:10,SC,3,In-Person,Motor Control in Populations,"Lam, Melanie",1ST,E1/E2/E3,MULH2032
55446,HKIN 321:20,SC,3,,Adv Care/Prevent Ath Injuries,"Sutherland, Tara",2ND,Z1/Z2,ASCHL209A
55449,HKIN 332:20,SC,3,,Gender Sport/Physical Activity,"Weaving, Charlene",2ND,X7/Z7,ASCHL207
55447,HKIN 345:20,SC,3,,Personal Training Essentials,"Vossen, Jeffrey",2ND,A4/A5/A6,ASCHL207
55448,HKIN 345L:20,SC,0,,HKIN 345 Lab,"Vossen, Jeffrey",2ND,O5/X5,ASCHL205A
47629,HKIN 352:10,SC,3,In-Person,History of Sport,"Nzindukiyimana, Ornella",1ST,T1,KC2020-21
52086,HKIN 352:21,SC,3,,History of Sport,"Nzindukiyimana, Ornella",2ND,W4/W5,ASCHL207
54740,HKIN 352:22,SC,3,,History of Sport,"Fabian, Tom",2ND,U4/U5,CO110
55451,HKIN 354:21,SC,3,,Sport Morality,"Vossen, Deborah",2ND,U1/U2,ASCHL104
47218,HKIN 354:22,SC,3,,Sport Morality,"Vossen, Deborah",2ND,O1/O2,ASCHL209A
54647,HKIN 357:10,SC,3,In-Person,Aging & Exercise,"Kane, Daniel",1ST,X4/X5,KC2020-21
50804,HKIN 376:10,SC,3,Online-Scheduled Delivery,Biomechanics,"MacKenzie, Sasho",1ST,A1/A2/A3,
41816,HKIN 376:20,SC,3,,Biomechanics,"MacKenzie, Sasho",2ND,B1/B2/B3,ASCHL207
50677,HKIN 376L:11,SC,0,In-Person,HKIN 376 Lab,"MacKenzie, Sasho; Vossen, Jeffrey",1ST,U7/W7,ESC8
50678,HKIN 376L:12,SC,0,In-Person,HKIN 376 Lab,"MacKenzie, Sasho; Vossen, Jeffrey",1ST,X7/Z7,ESC8
50679,HKIN 376L:13,SC,0,In-Person,HKIN 376 Lab,"MacKenzie, Sasho; Vossen, Jeffrey",1ST,O7/W8,ESC8
50680,HKIN 376L:14,SC,0,In-Person,HKIN 376 Lab,"MacKenzie, Sasho; Vossen, Jeffrey",1ST,U8/Z8,ESC8
50681,HKIN 376L:15,SC,0,In-Person,HKIN 376 Lab,"MacKenzie, Sasho; Vossen, Jeffrey",1ST,O8/X8,ESC8
49863,HKIN 376L:21,SC,0,,HKIN 376 Lab,"MacKenzie, Sasho; Vossen, Jeffrey",2ND,U7/W7,ESC8
49864,HKIN 376L:22,SC,0,,HKIN 376 Lab,"MacKenzie, Sasho; Vossen, Jeffrey",2ND,X7/Z7,ESC8
54663,HKIN 376L:23,SC,0,,HKIN 376 Lab,"MacKenzie, Sasho; Vossen, Jeffrey",2ND,O7/W8,ESC8
49866,HKIN 376L:24,SC,0,,HKIN 376 Lab,"MacKenzie, Sasho; Vossen, Jeffrey",2ND,U8/Z8,ESC8
49867,HKIN 376L:25,SC,0,,HKIN 376 Lab,"MacKenzie, Sasho; Vossen, Jeffrey",2ND,O8/X8,ESC8
42414,HKIN 385:20,SC,3,,Adapted Physical Education,"Casey, Amanda",2ND,B4/B5/B6,ASCHL104
46536,HKIN 385L:20,SC,0,,HKIN 385 Lab,"Casey, Amanda",2ND,B8/C8/L3,
53935,HKIN 386:20,SC,3,,Sports Biomechanics,"MacKenzie, Sasho",2ND,W4/W5,ESC123
48790,HKIN 395:20,SC,3,,Disab Health and Comm Rehab,"Casey, Amanda",2ND,C4/C5/C6,ASCHL104
52952,HKIN 395L:20,SC,0,,HKIN 395 Lab,"Casey, Amanda",2ND,TBA,
50682,HKIN 396:10,SC,3,Online-Scheduled Delivery,Research Methods,"MacKenzie, Sasho",1ST,B1/B2/B3,
49869,HKIN 397:20,SC,3,,Qualitative Research Methods,"Weaving, Charlene",2ND,O7/W8,ASCHL207
55463,HKIN 416:20,SC,3,,Control of Human Movement,"Lam, Melanie",2ND,U7/U8,ASCHL207
55464,HKIN 416L:20,SC,0,,HKIN 416 Lab,"Lam, Melanie",2ND,E4,ESC19
47626,HKIN 425:10,SC,3,In-Person,Child Growth & Development,"Kolen, Angela",1ST,B1/B2/B3,KC2020-21
47733,HKIN 425L:10,SC,0,In-Person,HKIN 425 Lab,"Kolen, Angela",1ST,TBA,
52082,HKIN 426:20,SC,3,,Health Education,"Kolen, Angela",2ND,B1/B2/B3,ASCHL209A
53937,HKIN 431:20,SC,3,,Sport & Identity,"Nzindukiyimana, Ornella",2ND,U8/Z8,ASCHL209A
53291,HKIN 433:20,SC,3,,Policy for Health-Strategies,,2ND,E5,MSBC117
48791,HKIN 445:10,SC,3,In-Person,Instructional Strategies,"Casey, Amanda",1ST,U4/U5,KC2022
52953,HKIN 445L:10,SC,0,In-Person,HKIN 445 Lab,"Casey, Amanda",1ST,TBA,
54793,HKIN 457:10,SC,3,In-Person,Designing Interventions,"Casey, Amanda",1ST,W4/W5,KC2022
54794,HKIN 457L:10,SC,0,In-Person,HKIN 457 Lab,"Casey, Amanda",1ST,TBA,
55452,HKIN 466:20,SC,3,,Clinical Exercise Physiology,"Reid, Ryan",2ND,X1/X2,ASCHL209A
55453,HKIN 466L:20,SC,0,,HKIN 466 Lab,"Reid, Ryan",2ND,U8/Z8,ESC120
51192,HKIN 491:00,SC,0,In-Person,Senior Seminar,"MacKenzie, Sasho; Weaving, Charlene",FULL,K5,KC2020-21
53939,HKIN 492:20,SC,3,,Exercise Metabolism,"Kane, Daniel",2ND,X4/X5,ASCHL207
43082,HKIN 493:00,SC,3,In-Person,Honours Thesis,"MacKenzie, Sasho; Weaving, Charlene",FULL,TBA,
53016,HLTH 101:11,AR,3,In-Person,Fundamentals of Health I,"Holmes, Christina",1ST,X1/X2,SCHW156
53022,HLTH 101:12,AR,3,In-Person,Fundamentals of Health I,"Holmes, Christina",1ST,O1/O2,SCHW156
53017,HLTH 101L:11,AR,0,In-Person,HLTH 101 Lab,"Holmes, Christina",1ST,A3,MULH2034
53018,HLTH 101L:12,AR,0,In-Person,HLTH 101 Lab,"Holmes, Christina",1ST,C9,MULH4030
53023,HLTH 101L:13,AR,0,In-Person,HLTH 101 Lab,"Holmes, Christina",1ST,B3,MULH2034
53719,HLTH 101L:14,AR,0,In-Person,HLTH 101 Lab,"Holmes, Christina",1ST,L6,MULH4030
53019,HLTH 102:21,AR,3,,Fundamentals of Health II,"MacGillivray, Megan",2ND,Z1/Z2,MULH3034
53024,HLTH 102:22,AR,3,,Fundamentals of Health II,"MacGillivray, Megan",2ND,Z7/Z8,MULH3030
53020,HLTH 102L:21,AR,0,,HLTH 102 Lab,"MacGillivray, Megan",2ND,A3,MULH3024
53021,HLTH 102L:22,AR,0,,HLTH 102 Lab,"MacGillivray, Megan",2ND,C9,MULH4030
53025,HLTH 102L:23,AR,0,,HLTH 102 Lab,"MacGillivray, Megan",2ND,B3,MULH3024
53720,HLTH 102L:24,AR,0,,HLTH 102 Lab,"MacGillivray, Megan",2ND,L6,MULH4030
53026,HLTH 201:10,AR,3,In-Person,Health Across the Lifespan I,"Thompson, Kara",1ST,W4/W5,SCHW156
53027,HLTH 202:20,AR,3,,Health Across the Lifespan II,"Thompson, Kara",2ND,Z1/Z2,MULH2070
53721,HLTH 203:20,AR,3,,Intro: Health Research Methods,"Lee, Derrick; Holmes, Christina",2ND,B4/B5/B6,MULH2032
53722,HLTH 203L:21,AR,0,,HLTH 203 Lab,"Holmes, Christina; Lee, Derrick",2ND,C4,MULH4022
